"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"train\healthy\01216_saltandpepper_Screen_Shot_2018-06-13_at_12.17.19_AM.jpg","train","healthy",".jpg","8153","True","224","224","Format24bppRgb","181,08","49,98"
"train\healthy\01217_saltandpepper_Screen_Shot_2018-06-13_at_12.17.31_AM.jpg","train","healthy",".jpg","7552","True","224","224","Format24bppRgb","189,82","54,56"
"train\healthy\01218_saltandpepper_Screen_Shot_2018-06-13_at_12.17.37_AM.jpg","train","healthy",".jpg","8607","True","224","224","Format24bppRgb","170,64","47,69"
"train\healthy\01219_saltandpepper_Screen_Shot_2018-06-13_at_12.17.43_AM.jpg","train","healthy",".jpg","9158","True","224","224","Format24bppRgb","180,74","56,2"
"train\healthy\01220_saltandpepper_Screen_Shot_2018-06-13_at_12.17.51_AM.jpg","train","healthy",".jpg","8399","True","224","224","Format24bppRgb","184,18","56,19"
"train\healthy\01221_saltandpepper_Screen_Shot_2018-06-13_at_12.17.55_AM.jpg","train","healthy",".jpg","8333","True","224","224","Format24bppRgb","176,73","50,79"
"train\healthy\01222_saltandpepper_Screen_Shot_2018-06-13_at_12.18.02_AM.jpg","train","healthy",".jpg","8585","True","224","224","Format24bppRgb","197,59","50,57"
"train\healthy\01223_saltandpepper_Screen_Shot_2018-06-13_at_12.18.07_AM.jpg","train","healthy",".jpg","8750","True","224","224","Format24bppRgb","185,74","51,01"
"train\healthy\01224_saltandpepper_Screen_Shot_2018-06-13_at_12.18.23_AM.jpg","train","healthy",".jpg","8682","True","224","224","Format24bppRgb","175,77","47,19"
"train\healthy\01225_saltandpepper_Screen_Shot_2018-06-13_at_12.18.27_AM.jpg","train","healthy",".jpg","8419","True","224","224","Format24bppRgb","184,4","47,16"
"train\healthy\01226_saltandpepper_Screen_Shot_2018-06-13_at_12.18.34_AM.jpg","train","healthy",".jpg","9472","True","224","224","Format24bppRgb","169,66","47,86"
"train\healthy\01227_saltandpepper_Screen_Shot_2018-06-13_at_12.18.40_AM.jpg","train","healthy",".jpg","8418","True","224","224","Format24bppRgb","185,63","45,99"
"train\healthy\01228_saltandpepper_Screen_Shot_2018-06-13_at_12.18.52_AM.jpg","train","healthy",".jpg","8933","True","224","224","Format24bppRgb","167,8","57,37"
"train\healthy\01229_saltandpepper_Screen_Shot_2018-06-13_at_12.19.08_AM.jpg","train","healthy",".jpg","8581","True","224","224","Format24bppRgb","162,52","54,15"
"train\healthy\01230_saltandpepper_Screen_Shot_2018-06-13_at_12.19.17_AM.jpg","train","healthy",".jpg","8818","True","224","224","Format24bppRgb","181,59","46,78"
"train\healthy\01231_saltandpepper_Screen_Shot_2018-06-13_at_12.19.36_AM.jpg","train","healthy",".jpg","8392","True","224","224","Format24bppRgb","136,74","46,57"
"train\healthy\01232_saltandpepper_Screen_Shot_2018-06-13_at_12.19.43_AM.jpg","train","healthy",".jpg","7184","True","224","224","Format24bppRgb","196,57","47,31"
"train\healthy\01233_saltandpepper_Screen_Shot_2018-06-13_at_12.20.06_AM.jpg","train","healthy",".jpg","8606","True","224","224","Format24bppRgb","172,32","66,84"
"train\healthy\01234_saltandpepper_Screen_Shot_2018-06-13_at_12.20.15_AM.jpg","train","healthy",".jpg","8653","True","224","224","Format24bppRgb","153,92","63,03"
"train\healthy\01235_saltandpepper_Screen_Shot_2018-06-13_at_12.20.21_AM.jpg","train","healthy",".jpg","8113","True","224","224","Format24bppRgb","181,59","65,87"
"train\healthy\01236_saltandpepper_Screen_Shot_2018-06-13_at_12.20.25_AM.jpg","train","healthy",".jpg","8016","True","224","224","Format24bppRgb","181,27","66,71"
"train\healthy\01237_saltandpepper_Screen_Shot_2018-06-13_at_12.20.39_AM.jpg","train","healthy",".jpg","8043","True","224","224","Format24bppRgb","162,5","65,14"
"train\healthy\01238_Screen_Shot_2018-06-12_at_11.50.14_PM.jpg","train","healthy",".jpg","6381","True","224","224","Format24bppRgb","183,74","60"
"train\healthy\01239_Screen_Shot_2018-06-12_at_11.50.19_PM.jpg","train","healthy",".jpg","6242","True","224","224","Format24bppRgb","187,19","45,18"
"train\healthy\01240_Screen_Shot_2018-06-12_at_11.50.28_PM.jpg","train","healthy",".jpg","6579","True","224","224","Format24bppRgb","192,04","46,66"
"train\healthy\01241_Screen_Shot_2018-06-12_at_11.50.33_PM.jpg","train","healthy",".jpg","6433","True","224","224","Format24bppRgb","191,4","45,37"
"train\healthy\01242_Screen_Shot_2018-06-12_at_11.50.41_PM.jpg","train","healthy",".jpg","6491","True","224","224","Format24bppRgb","183,27","59,35"
"train\healthy\01243_Screen_Shot_2018-06-12_at_11.50.47_PM.jpg","train","healthy",".jpg","7589","True","224","224","Format24bppRgb","182,7","50,61"
"train\healthy\01244_Screen_Shot_2018-06-12_at_11.50.54_PM.jpg","train","healthy",".jpg","7296","True","224","224","Format24bppRgb","176,69","56,41"
"train\healthy\01245_Screen_Shot_2018-06-12_at_11.51.02_PM.jpg","train","healthy",".jpg","6888","True","224","224","Format24bppRgb","182,18","55,66"
"train\healthy\01246_Screen_Shot_2018-06-12_at_11.51.08_PM.jpg","train","healthy",".jpg","6666","True","224","224","Format24bppRgb","175,7","51,74"
"train\healthy\01247_Screen_Shot_2018-06-12_at_11.51.13_PM.jpg","train","healthy",".jpg","6271","True","224","224","Format24bppRgb","181,9","50,65"
"train\healthy\01248_Screen_Shot_2018-06-12_at_11.51.47_PM.jpg","train","healthy",".jpg","6285","True","224","224","Format24bppRgb","183,08","57,96"
"train\healthy\01249_Screen_Shot_2018-06-12_at_11.52.03_PM.jpg","train","healthy",".jpg","7757","True","224","224","Format24bppRgb","181,22","50,27"
"train\healthy\01250_Screen_Shot_2018-06-12_at_11.52.12_PM.jpg","train","healthy",".jpg","7407","True","224","224","Format24bppRgb","172,45","65,19"
"train\healthy\01251_Screen_Shot_2018-06-12_at_11.52.16_PM.jpg","train","healthy",".jpg","6425","True","224","224","Format24bppRgb","179,8","45,07"
"train\healthy\01252_Screen_Shot_2018-06-12_at_11.52.21_PM.jpg","train","healthy",".jpg","6114","True","224","224","Format24bppRgb","184,73","52,11"
"train\healthy\01253_Screen_Shot_2018-06-12_at_11.52.26_PM.jpg","train","healthy",".jpg","6339","True","224","224","Format24bppRgb","187,64","50,74"
"train\healthy\01254_Screen_Shot_2018-06-12_at_11.52.32_PM.jpg","train","healthy",".jpg","4687","True","224","224","Format24bppRgb","186,53","49,81"
"train\healthy\01255_Screen_Shot_2018-06-12_at_11.52.40_PM.jpg","train","healthy",".jpg","7445","True","224","224","Format24bppRgb","178,59","51,17"
"train\healthy\01256_Screen_Shot_2018-06-12_at_11.52.46_PM.jpg","train","healthy",".jpg","6583","True","224","224","Format24bppRgb","168,93","51,2"
"train\healthy\01257_Screen_Shot_2018-06-12_at_11.52.51_PM.jpg","train","healthy",".jpg","5695","True","224","224","Format24bppRgb","194,74","48,82"
"train\healthy\01258_Screen_Shot_2018-06-12_at_11.52.55_PM.jpg","train","healthy",".jpg","6113","True","224","224","Format24bppRgb","185,71","49,41"
"train\healthy\01259_Screen_Shot_2018-06-12_at_11.53.12_PM.jpg","train","healthy",".jpg","6290","True","224","224","Format24bppRgb","185,48","46,96"
"train\healthy\01260_Screen_Shot_2018-06-12_at_11.53.17_PM.jpg","train","healthy",".jpg","5242","True","224","224","Format24bppRgb","187,36","50,92"
"train\healthy\01261_Screen_Shot_2018-06-12_at_11.53.22_PM.jpg","train","healthy",".jpg","6622","True","224","224","Format24bppRgb","177,85","51,53"
"train\healthy\01262_Screen_Shot_2018-06-12_at_11.53.33_PM.jpg","train","healthy",".jpg","6613","True","224","224","Format24bppRgb","181,38","53,64"
"train\healthy\01263_Screen_Shot_2018-06-12_at_11.53.43_PM.jpg","train","healthy",".jpg","6319","True","224","224","Format24bppRgb","194,56","59,66"
"train\healthy\01264_Screen_Shot_2018-06-12_at_11.53.53_PM.jpg","train","healthy",".jpg","7004","True","224","224","Format24bppRgb","177,48","53,97"
"train\healthy\01265_Screen_Shot_2018-06-12_at_11.54.03_PM.jpg","train","healthy",".jpg","7316","True","224","224","Format24bppRgb","182,53","42,02"
"train\healthy\01266_Screen_Shot_2018-06-12_at_11.54.10_PM.jpg","train","healthy",".jpg","5235","True","224","224","Format24bppRgb","186,23","47,27"
"train\healthy\01267_Screen_Shot_2018-06-12_at_11.54.20_PM.jpg","train","healthy",".jpg","6543","True","224","224","Format24bppRgb","170,58","43,01"
"train\healthy\01268_Screen_Shot_2018-06-12_at_11.54.27_PM.jpg","train","healthy",".jpg","4783","True","224","224","Format24bppRgb","199,67","50,43"
"train\healthy\01269_Screen_Shot_2018-06-12_at_11.54.35_PM.jpg","train","healthy",".jpg","7866","True","224","224","Format24bppRgb","176,54","42,2"
"train\healthy\01270_Screen_Shot_2018-06-12_at_11.54.44_PM.jpg","train","healthy",".jpg","6501","True","224","224","Format24bppRgb","177,52","51,63"
"train\healthy\01271_Screen_Shot_2018-06-12_at_11.54.55_PM.jpg","train","healthy",".jpg","4299","True","224","224","Format24bppRgb","212,82","45,69"
"train\healthy\01272_Screen_Shot_2018-06-12_at_11.55.00_PM.jpg","train","healthy",".jpg","5440","True","224","224","Format24bppRgb","163,76","39,1"
"train\healthy\01273_Screen_Shot_2018-06-12_at_11.55.05_PM.jpg","train","healthy",".jpg","6557","True","224","224","Format24bppRgb","183,21","50,88"
"train\healthy\01274_Screen_Shot_2018-06-12_at_11.55.23_PM.jpg","train","healthy",".jpg","7916","True","224","224","Format24bppRgb","180,54","55,45"
"train\healthy\01275_Screen_Shot_2018-06-12_at_11.55.28_PM.jpg","train","healthy",".jpg","5421","True","224","224","Format24bppRgb","182,25","53,78"
"train\healthy\01276_Screen_Shot_2018-06-12_at_11.55.37_PM.jpg","train","healthy",".jpg","7048","True","224","224","Format24bppRgb","148,67","65,98"
"train\healthy\01277_Screen_Shot_2018-06-12_at_11.55.42_PM.jpg","train","healthy",".jpg","5587","True","224","224","Format24bppRgb","181,21","51,94"
"train\healthy\01278_Screen_Shot_2018-06-12_at_11.55.48_PM.jpg","train","healthy",".jpg","5914","True","224","224","Format24bppRgb","188,73","50,82"
"train\healthy\01279_Screen_Shot_2018-06-12_at_11.55.58_PM.jpg","train","healthy",".jpg","7180","True","224","224","Format24bppRgb","168,29","59,08"
"train\healthy\01280_Screen_Shot_2018-06-12_at_11.56.02_PM.jpg","train","healthy",".jpg","6553","True","224","224","Format24bppRgb","162,6","41,3"
"train\healthy\01281_Screen_Shot_2018-06-12_at_11.56.16_PM.jpg","train","healthy",".jpg","6098","True","224","224","Format24bppRgb","179,85","62,6"
"train\healthy\01282_Screen_Shot_2018-06-12_at_11.56.20_PM.jpg","train","healthy",".jpg","6471","True","224","224","Format24bppRgb","173,76","52,5"
"train\healthy\01283_Screen_Shot_2018-06-12_at_11.56.35_PM.jpg","train","healthy",".jpg","6564","True","224","224","Format24bppRgb","168,71","56,82"
"train\healthy\01284_Screen_Shot_2018-06-12_at_11.56.43_PM.jpg","train","healthy",".jpg","6017","True","224","224","Format24bppRgb","189,15","51,82"
"train\healthy\01285_Screen_Shot_2018-06-12_at_11.56.48_PM.jpg","train","healthy",".jpg","6302","True","224","224","Format24bppRgb","174,38","55,79"
"train\healthy\01286_Screen_Shot_2018-06-12_at_11.56.55_PM.jpg","train","healthy",".jpg","7221","True","224","224","Format24bppRgb","180,19","55,73"
"train\healthy\01287_Screen_Shot_2018-06-12_at_11.57.07_PM.jpg","train","healthy",".jpg","7026","True","224","224","Format24bppRgb","160,74","59,99"
"train\healthy\01288_Screen_Shot_2018-06-12_at_11.57.37_PM.jpg","train","healthy",".jpg","6927","True","224","224","Format24bppRgb","185,31","50,67"
"train\healthy\01289_Screen_Shot_2018-06-12_at_11.57.45_PM.jpg","train","healthy",".jpg","7011","True","224","224","Format24bppRgb","180,59","43,42"
"train\healthy\01290_Screen_Shot_2018-06-12_at_11.57.52_PM.jpg","train","healthy",".jpg","6207","True","224","224","Format24bppRgb","171,98","56,92"
"train\healthy\01291_Screen_Shot_2018-06-12_at_11.58.02_PM.jpg","train","healthy",".jpg","5874","True","224","224","Format24bppRgb","169,91","47,98"
"train\healthy\01292_Screen_Shot_2018-06-12_at_11.58.11_PM.jpg","train","healthy",".jpg","6396","True","224","224","Format24bppRgb","181,54","56,03"
"train\healthy\01293_Screen_Shot_2018-06-12_at_11.58.18_PM.jpg","train","healthy",".jpg","5925","True","224","224","Format24bppRgb","171,86","56,23"
"train\healthy\01294_Screen_Shot_2018-06-12_at_11.58.24_PM.jpg","train","healthy",".jpg","7143","True","224","224","Format24bppRgb","176,73","55,15"
"train\healthy\01295_Screen_Shot_2018-06-12_at_11.58.28_PM.jpg","train","healthy",".jpg","7990","True","224","224","Format24bppRgb","176,48","56,04"
"train\healthy\01296_Screen_Shot_2018-06-12_at_11.58.43_PM.jpg","train","healthy",".jpg","6663","True","224","224","Format24bppRgb","177,9","47,71"
"train\healthy\01297_Screen_Shot_2018-06-12_at_11.58.50_PM.jpg","train","healthy",".jpg","5479","True","224","224","Format24bppRgb","203,77","43,46"
"train\healthy\01298_Screen_Shot_2018-06-12_at_11.58.56_PM.jpg","train","healthy",".jpg","6161","True","224","224","Format24bppRgb","182,72","56,56"
"train\healthy\01299_Screen_Shot_2018-06-12_at_11.59.11_PM.jpg","train","healthy",".jpg","6864","True","224","224","Format24bppRgb","174,77","51,49"
"train\healthy\01300_Screen_Shot_2018-06-12_at_11.59.19_PM.jpg","train","healthy",".jpg","5105","True","224","224","Format24bppRgb","196,45","48,48"
"train\healthy\01301_Screen_Shot_2018-06-12_at_11.59.23_PM.jpg","train","healthy",".jpg","5049","True","224","224","Format24bppRgb","189","48,55"
"train\healthy\01302_Screen_Shot_2018-06-12_at_11.59.28_PM.jpg","train","healthy",".jpg","4940","True","224","224","Format24bppRgb","193,67","48,12"
"train\healthy\01303_Screen_Shot_2018-06-12_at_11.59.33_PM.jpg","train","healthy",".jpg","4931","True","224","224","Format24bppRgb","199,66","47,97"
"train\healthy\01304_Screen_Shot_2018-06-12_at_11.59.38_PM.jpg","train","healthy",".jpg","5982","True","224","224","Format24bppRgb","206,27","49,66"
"train\healthy\01305_Screen_Shot_2018-06-12_at_11.59.48_PM.jpg","train","healthy",".jpg","5888","True","224","224","Format24bppRgb","188,22","47,55"
"train\healthy\01306_Screen_Shot_2018-06-12_at_11.59.54_PM.jpg","train","healthy",".jpg","6961","True","224","224","Format24bppRgb","190,26","52,94"
"train\healthy\01307_Screen_Shot_2018-06-13_at_12.00.02_AM.jpg","train","healthy",".jpg","6475","True","224","224","Format24bppRgb","176,28","61,92"
"train\healthy\01308_Screen_Shot_2018-06-13_at_12.00.06_AM.jpg","train","healthy",".jpg","6976","True","224","224","Format24bppRgb","176,39","58,74"
"train\healthy\01309_Screen_Shot_2018-06-13_at_12.00.17_AM.jpg","train","healthy",".jpg","6224","True","224","224","Format24bppRgb","183,55","58"
"train\healthy\01310_Screen_Shot_2018-06-13_at_12.00.23_AM.jpg","train","healthy",".jpg","7145","True","224","224","Format24bppRgb","176,64","64,64"
"train\healthy\01311_Screen_Shot_2018-06-13_at_12.00.35_AM.jpg","train","healthy",".jpg","6980","True","224","224","Format24bppRgb","168,88","55,33"
"train\healthy\01312_Screen_Shot_2018-06-13_at_12.00.43_AM.jpg","train","healthy",".jpg","9050","True","224","224","Format24bppRgb","184,26","42,94"
"train\healthy\01313_Screen_Shot_2018-06-13_at_12.00.54_AM.jpg","train","healthy",".jpg","5242","True","224","224","Format24bppRgb","167,83","31,87"
"train\healthy\01314_Screen_Shot_2018-06-13_at_12.01.03_AM.jpg","train","healthy",".jpg","7749","True","224","224","Format24bppRgb","169,11","58,47"
"train\healthy\01315_Screen_Shot_2018-06-13_at_12.01.10_AM.jpg","train","healthy",".jpg","6288","True","224","224","Format24bppRgb","182,75","50,34"
"train\healthy\01316_Screen_Shot_2018-06-13_at_12.01.23_AM.jpg","train","healthy",".jpg","7421","True","224","224","Format24bppRgb","184,76","49,33"
"train\healthy\01317_Screen_Shot_2018-06-13_at_12.01.32_AM.jpg","train","healthy",".jpg","5326","True","224","224","Format24bppRgb","194,18","51,45"
"train\healthy\01318_Screen_Shot_2018-06-13_at_12.01.36_AM.jpg","train","healthy",".jpg","6081","True","224","224","Format24bppRgb","174,99","56,33"
"train\healthy\01319_Screen_Shot_2018-06-13_at_12.01.49_AM.jpg","train","healthy",".jpg","8195","True","224","224","Format24bppRgb","126,32","44,92"
"train\healthy\01320_Screen_Shot_2018-06-13_at_12.01.58_AM.jpg","train","healthy",".jpg","5238","True","224","224","Format24bppRgb","179,92","57,6"
"train\healthy\01321_Screen_Shot_2018-06-13_at_12.02.05_AM.jpg","train","healthy",".jpg","8385","True","224","224","Format24bppRgb","176,01","48,21"
"train\healthy\01322_Screen_Shot_2018-06-13_at_12.02.11_AM.jpg","train","healthy",".jpg","6816","True","224","224","Format24bppRgb","162,41","57,96"
"train\healthy\01323_Screen_Shot_2018-06-13_at_12.02.20_AM.jpg","train","healthy",".jpg","7220","True","224","224","Format24bppRgb","172,71","50,61"
"train\healthy\01324_Screen_Shot_2018-06-13_at_12.02.33_AM.jpg","train","healthy",".jpg","6774","True","224","224","Format24bppRgb","163,46","52,88"
"train\healthy\01325_Screen_Shot_2018-06-13_at_12.02.41_AM.jpg","train","healthy",".jpg","6209","True","224","224","Format24bppRgb","178,05","56,28"
"train\healthy\01326_Screen_Shot_2018-06-13_at_12.02.45_AM.jpg","train","healthy",".jpg","6037","True","224","224","Format24bppRgb","170,98","42,73"
"train\healthy\01327_Screen_Shot_2018-06-13_at_12.02.53_AM.jpg","train","healthy",".jpg","8177","True","224","224","Format24bppRgb","180,11","44,98"
"train\healthy\01328_Screen_Shot_2018-06-13_at_12.03.01_AM.jpg","train","healthy",".jpg","7367","True","224","224","Format24bppRgb","189,27","50,14"
"train\healthy\01329_Screen_Shot_2018-06-13_at_12.03.17_AM.jpg","train","healthy",".jpg","5676","True","224","224","Format24bppRgb","192,57","48,45"
"train\healthy\01330_Screen_Shot_2018-06-13_at_12.03.21_AM.jpg","train","healthy",".jpg","7405","True","224","224","Format24bppRgb","175,88","58,22"
"train\healthy\01331_Screen_Shot_2018-06-13_at_12.03.27_AM.jpg","train","healthy",".jpg","6896","True","224","224","Format24bppRgb","170,28","67,48"
"train\healthy\01332_Screen_Shot_2018-06-13_at_12.03.34_AM.jpg","train","healthy",".jpg","5250","True","224","224","Format24bppRgb","178,95","59,76"
"train\healthy\01333_Screen_Shot_2018-06-13_at_12.03.44_AM.jpg","train","healthy",".jpg","5461","True","224","224","Format24bppRgb","178,03","51,01"
"train\healthy\01334_Screen_Shot_2018-06-13_at_12.03.55_AM.jpg","train","healthy",".jpg","7553","True","224","224","Format24bppRgb","175,33","48,31"
"train\healthy\01335_Screen_Shot_2018-06-13_at_12.04.01_AM.jpg","train","healthy",".jpg","7221","True","224","224","Format24bppRgb","186,55","49,97"
"train\healthy\01336_Screen_Shot_2018-06-13_at_12.04.12_AM.jpg","train","healthy",".jpg","7459","True","224","224","Format24bppRgb","174,38","53,06"
